Subject,WA_AVG,BVT_AVG,BVC_AVG,BVC_SD,BVT_SD,WA_SD,BVC_NORM,BVC_SD_NORM,BVT_NORM,WA_NORM,RTQ_AVG,RTQ_SD,RTQ_NORM,RTQ_SD_NORM,BR_AVG,WL_AVG,WL_SD,BR_SD,BR_NORM,BR_SD_NORM,WA_SD_NORM,WL_NORM,WL_SD_NORM,Treatment,M_Stress
T003,85342.83289,152.7035048,1263.72172,418.2982999,20.39771407,19301.702,3.186989838,4.602458902,1.224667865,2.126300908,0.410402307,0.085298562,0.49737387,0.991164223,7.958955608,206,64.06832291,3.755439278,0.415195008,1.403634921,1.923098228,2.588752749,3.758663307,PR,0
T005,54434.40874,89.41653829,490.8244358,231.1024504,29.73284501,42041.36439,2.785602047,14.50820918,1.969547966,2.673042332,0.437733696,0.369613777,0.727594205,3.984633052,11.68673628,138.9230769,43.76096688,4.120744229,0.748345223,2.301323674,17.11989855,1.430721698,3.53538315,PR,0
T009,72031.2705,340.7497372,1397.713894,788.3398916,90.7081463,31495.11793,2.177119967,5.35762143,1.459604651,1.064543488,0.781038324,0.275948999,0.826398609,3.453797238,18.06406967,101.7222222,55.48567383,8.077496815,0.832057598,4.351768716,1.646787281,1.466945932,7.428356901,PR,0
T011,81719.2726,272.7454038,1839.643349,932.6488669,95.19053949,48051.34105,5.226359888,6.293668116,2.756959537,3.05686998,1.237262423,0.419906655,1.774828399,2.0960101,8.985242647,175.8,57.98873923,3.177070185,0.522484109,1.176876119,4.328049568,1.979585906,2.223028272,PR,0
T016,19706.97397,94.64385772,368.465013,165.5103115,22.25603438,7132.951519,1.233119156,2.868458146,1.184485811,0.769952252,0.820745894,0.302511522,1.03595234,2.06298791,17.64006663,98.51612903,44.19592825,7.283778384,1.053899272,1.830800582,1.758896077,1.038469385,1.575293512,PR,0
T019,34936.51189,94.93538386,697.9185933,102.6129054,14.46274622,3843.613967,2.171669405,2.674484851,1.138782586,1.068967446,0.521583333,0.132424106,0.730405503,1.449774718,8.155101765,185,44.04270655,2.872426323,0.51895505,1.412138643,0.773074277,1.913793103,3.288816555,PR,0
T046,60967.32657,165.3461419,973.6464351,549.9175718,25.56215625,19594.02545,0.935615698,1.382406586,0.877125098,0.552359005,0.532418173,0.165231104,0.463630278,1.182707949,9.928707965,154.8571429,76.33616362,4.721264659,0.891583577,3.026574324,0.457167897,1.133828792,3.728246841,PR,0
T051,56543.72828,154.3365185,924.5609635,204.5463189,22.11928284,5559.553121,1.375876653,1.348370725,1.198097457,0.952770321,0.501218015,0.141339178,0.753435305,1.725110114,10.4605737,145.3333333,31.92545027,2.1808427,0.878299872,1.415891195,0.412366444,1.142935982,1.40277288,PR,0
T061,54915.77453,119.0789157,839.6749841,196.0992641,21.46244864,11163.45718,2.345806389,1.386041023,1.291888711,2.035214544,0.503526766,0.217738686,0.769482727,1.189096519,8.873008878,180.6,56.02008568,3.399468962,0.557308575,0.994450011,1.423321455,1.877877375,1.673020478,PR,0
T063,72516.85473,217.3719063,878.8120491,306.6265441,75.11182382,16918.89175,2.719676612,1.922774581,2.709691661,4.870665078,0.631320166,0.436472907,0.814096856,1.439754027,15.99953583,106.2380952,43.79825721,7.780855205,1.055016305,2.478670973,1.322654002,1.055497275,0.838761218,PR,0
T064,19520.60118,84.6886804,408.7625305,136.0421245,11.57980362,8186.227819,1.069332338,1.027369747,0.919015927,0.795217453,0.753310618,0.355568025,0.857014363,2.606168223,13.24751782,126.3636364,44.86125884,7.405759411,0.854615742,2.028802769,0.912864887,1.24190306,1.398792774,PR,0
T065,68314.50936,194.2094701,1094.459623,429.4001773,28.4788525,21144.09571,2.381211904,4.319316574,1.425123044,1.639897267,0.55448969,0.378739345,0.75270591,3.511634206,13.10285497,146,66.61050355,8.647918317,0.736710573,3.50938308,2.232240439,1.708268331,5.043293932,PR,0
T068,85371.34308,249.2867642,1416.753335,417.0612367,48.00127307,26975.91559,2.136732729,1.011684368,2.827731325,1.093875544,0.903499929,0.310901385,1.027506204,0.941389949,11.45136721,139.5,44.11884203,4.963983948,1.195202587,1.187308337,0.561623439,0.750288129,0.430705254,PR,0
T077,13986.39908,59.80393222,302.6306489,80.77218348,13.44609855,4919.596163,0.967537056,0.566713077,0.924277923,1.971928918,0.514467831,0.22753866,0.583159987,0.894681357,12.50771021,128.2,36.22427842,4.791492039,0.977706868,1.553421309,0.745494015,1.053286385,1.309434338,PR,0
T078,4022.813061,38.76801383,235.50415,109.4877716,5.01286096,2344.878613,1.293586537,1.317462529,0.782736909,3.853596896,1.25059881,0.269588389,1.266903203,0.88494214,10.59574617,155.0909091,68.84654061,6.406543827,0.553304357,0.590198159,4.808658255,1.660629237,1.748165102,PR,0
T079,35407.97777,212.7061076,904.4334091,386.0739737,40.17098119,18341.06968,1.719277827,1.329648267,1.760183456,0.717619829,0.892672102,0.293040922,1.151700779,2.133993559,16.15548179,104.2,42.15019441,6.198804936,1.084780589,1.768067554,0.559011149,0.982687774,1.549839686,PR,0
T082,37644.70718,94.42964771,612.1121292,298.6515234,20.41319971,17535.82637,2.105234679,9.312227832,1.260317237,1.900742688,0.458127502,0.267506397,0.646536917,2.187840289,10.2666451,159.7692308,70.63017926,5.302159665,0.661731946,2.999716915,4.17294951,1.640600316,6.331228119,PR,0
T083,109154.9163,167.1160489,953.5782817,198.3877396,50.35945282,40877.87405,3.432345874,2.609410874,1.8933859,3.519284829,0.430143273,0.078111435,0.487075602,0.451543268,11.22682466,135.75,21.67948339,1.753597475,0.586945518,0.522924865,6.905508439,1.682156134,1.33769865,PR,0
T084,39968.61358,155.7656825,679.0762633,239.6922466,34.15637364,15624.41647,2.268790268,1.667156747,2.197071463,1.470918184,0.682345104,0.240344218,1.048056719,0.992329354,15.04991694,113,45.09519253,6.111256679,1.014805566,2.486927617,2.041165952,1.097087379,1.342153429,PR,0
T085,7873.519208,49.89507314,377.3628491,150.4013392,4.0359701,4549.370443,3.012246732,4.978746019,1.442641859,1.782261218,0.783225845,0.14780745,0.443855733,0.655114584,8.61903246,183.25,71.88574268,3.605661168,0.510805592,1.489923638,6.514380843,2.040159046,3.092957556,PR,0
T093,27038.77173,75.013142,413.2774371,388.0562888,55.2475507,37254.09304,1.148144358,3.220265152,1.132877016,3.948858852,0.821558742,0.332829925,1.062304047,3.309089037,10.68832802,154.7,67.48086148,6.354843315,0.923279096,3.022555476,16.55085547,1.15315367,2.011376399,PR,0
T094,33084.44667,124.8953713,501.4922556,174.3059972,17.54681616,12493.45145,1.433457712,3.738304342,1.081098252,1.064302335,0.590104953,0.23870327,0.717220854,2.699360191,15.53197184,102.5714286,30.53999604,4.901827141,0.781931258,3.695438185,4.66233346,1.354341193,5.84453016,PR,0
T096,36468.07813,98.81205681,543.2210291,270.6819826,23.31541344,14703.0159,1.771643137,1.84242851,1.56993749,1.143278706,0.395683881,0.149401763,0.674722635,1.342123851,11.87911614,138.5,45.97180685,4.020365807,0.928836921,1.468074241,0.665976087,1.138512125,1.489604093,PR,0
T098,16114.23195,74.56163891,497.4264244,173.8106839,13.94288838,4496.756259,0.866800358,0.885274057,0.913068902,0.274204748,0.745802789,0.407631109,0.949410186,2.278943868,9.995776299,165.8571429,63.66314549,3.990361334,1.103069767,1.86801075,0.249901167,0.9675,1.551959234,PR,0
T099,21070.27546,63.76843956,430.5209378,142.0432521,7.811200617,9437.043584,1.23258107,2.219417607,1.323133749,0.523019055,0.474603471,0.184545388,0.520650441,0.829924729,9.670291736,163.6923077,54.52607939,6.904378987,1.135220993,6.82145006,1.408193429,0.924442238,1.92685211,PR,0
T106,54185.96683,152.3387884,1137.372222,792.1245916,55.56836662,18343.76185,1.765158846,2.379221855,1.076930166,0.909539553,0.734670717,0.197359498,1.055348956,0.92288853,10.15699519,191.75,88.86319073,6.927400716,0.738737268,1.839770962,0.482960493,1.665322581,2.324966037,PR,0
T112,103071.9479,239.0697386,1409.261809,499.0588348,61.62766511,34553.57912,4.990231571,8.408622835,2.826884013,3.680312608,0.714417165,0.358709428,0.692671707,2.325492418,10.95211823,145.6666667,52.76425036,4.966773164,0.592363194,1.52870734,6.736006965,1.737260571,2.611582239,PR,0
T113,12439.81533,43.88036475,294.8147719,171.5480793,24.61095403,13649.2175,0.497967906,0.564673634,0.550762398,0.135436712,0.603377023,0.343764496,0.634537737,1.928108772,12.56663574,129.75,78.49628441,8.63293362,1.517409447,6.417910472,0.330228016,0.70211039,2.743351609,PR,0
T114,34820.73433,74.65867917,292.6620223,286.8854447,55.70463026,32854.41264,1.38707472,7.475389729,1.855723715,1.90586412,0.822580645,0.31868891,0.967079143,2.325194951,13.15789474,114,9.626352719,1.231939807,1.123351642,0.701373369,8.266569816,0.876923077,0.417506268,PR,0
T121,24108.91691,67.81034588,446.2092172,179.3639129,14.90766061,9425.37804,0.960407905,1.051727921,1.224247737,0.657950206,0.50855402,0.207672818,0.63143214,0.765967235,10.58094403,164.6666667,71.42915768,5.332434284,1.410335371,1.672670592,0.665974105,0.784660767,0.998763513,PR,0
T122,43683.62067,180.7786707,1008.468725,472.4609272,29.67812288,20399.86814,3.544526658,11.30142189,2.778081283,1.961116188,1.006658779,0.449209406,1.433549064,3.70613561,12.80564695,140.6363636,64.14886533,7.256710597,0.901614042,3.037471606,4.58472111,1.305642633,3.298384512,PR,0
T124,7179.870208,48.17815611,235.1987108,84.13275542,4.283233021,3284.906934,0.876872455,0.690620619,0.966053122,0.520664012,0.760952486,0.232203684,0.950253016,1.574010021,12.94204495,122,40.15420277,3.625540474,0.98183065,0.586471899,0.440023028,0.902589396,0.591777293,PR,0
T126,27906.14831,126.3621704,594.8288215,356.1613761,38.13111858,17411.15239,1.589387503,9.486350266,0.976190846,0.935545822,0.880306898,0.365219753,1.060890751,2.688637927,14.00941581,118.0555556,41.21540974,5.633475688,0.668826624,2.239960193,8.825799029,1.632104455,3.572117479,PR,0
T128,16620.0023,53.97377374,444.4956681,131.0963496,5.643026874,3971.540945,2.342898186,5.492686607,0.845407589,1.136031272,0.517657494,0.116759804,0.61705895,0.662779255,7.605518117,208.4,60.8301369,3.398281238,0.375700611,1.725702546,2.617506293,2.793149665,8.897632004,PR,0
T130,7794.371265,52.35120666,296.4254122,131.5972654,9.207091681,3593.772246,1.414871206,0.252771227,1.187771058,1.153041804,0.807588723,0.355482859,1.109952081,1.054472289,12.76591547,139.6153846,60.6142561,5.933667061,0.968702263,1.718849468,0.146989211,1.166052767,2.098125433,PR,0
T132,13529.89243,92.67378406,402.0184153,190.0265024,32.99801017,6932.340805,1.011054992,1.322615683,1.849138566,0.601989836,0.978502197,0.39353111,1.159956963,1.592750632,16.11591208,110.1904762,66.28428777,7.607764845,2.030865251,1.248910408,0.457077375,0.559816136,1.086447479,PR,0
T138,127540.6579,246.9026901,1845.085811,357.923524,44.68331738,16303.56988,1.782490092,1.281827241,1.08358138,1.557422765,0.379908641,0.22977309,0.572875149,1.810416452,8.039268609,194.6666667,55.15942334,4.434062664,0.590806548,1.621829774,0.875729391,1.717286284,1.914251205,PR,0
T139,3517.898027,42.95458197,198.0862341,181.0993157,26.79327019,6223.123861,0.959953756,3.37624384,1.154965567,0.865647139,0.931727811,0.756926179,1.110240651,3.530859004,16.08425247,109.9459459,61.73357956,6.757111212,1.39548738,2.017453727,4.180859068,0.806308666,2.010392732,PR,0
T141,30984.90976,138.9995457,841.8029852,315.6120446,32.13824461,13042.66412,2.526417249,2.988927854,1.682525602,1.231317533,0.912636823,0.39354394,1.253965095,2.691747532,10.97239926,150.44,46.98693745,4.026659487,0.705496937,1.128912983,2.124203002,1.496419098,1.581078358,PR,0
T144,10604.75728,50.64884466,203.2904352,93.23606763,10.08144476,4619.634951,1.358194658,4.566432102,1.294436102,2.416505033,0.682141146,0.280393838,0.930828365,2.194147521,16.43493814,103.7692308,58.3756418,6.701830378,1.043720122,4.832907373,5.644447825,1.083585334,7.074476854,PR,0
T145,41742.26793,114.2528416,690.5459857,333.2133358,42.09992459,25331.2544,3.478963987,1.754838838,2.418096786,6.83102442,0.455415128,0.159216804,0.432331951,0.238432505,11.35593875,149.2631579,57.18335866,5.194826029,0.637098065,1.031579771,2.823207066,1.652359681,0.896332728,PR,0
T151,13517.60903,65.09381167,336.1629304,222.8372688,21.13594242,10682.32255,1.615824491,3.921856969,0.892850598,1.044264802,0.848788385,0.366135356,1.078054818,1.61714449,14.0002121,137.7692308,73.68551795,8.516352418,0.649949072,3.720633121,5.338268521,1.968131868,9.382810617,PR,0
T152,15994.91078,51.40701871,338.8295071,113.2002127,5.008269801,3912.100305,1.650976766,6.992033489,1.026842599,1.369592116,0.486903923,0.223537755,0.703613732,3.222703905,9.511978922,165.8666667,51.9104899,2.523618449,0.646994671,2.119708488,2.363659446,1.616819572,6.007769054,PR,0
T154,7324.73175,47.26798177,233.1525291,94.75978948,3.318596433,2498.246903,1.991578874,5.703535135,1.08822161,1.225941806,0.592381909,0.165362387,0.68205927,1.972797085,13.70742014,126.5,53.29917888,5.717562668,0.61218859,2.708666791,3.472373217,1.878712871,6.745784999,PR,0
T156,136014.4942,279.5805054,2472.628433,1246.133457,52.45180621,8076.711833,10.93576318,20.5598012,4.789407277,9.836135078,0.95461029,0.106928171,1.402222798,0.660643505,8.234126984,207.5,72.5,2.876984127,0.515622118,0.921171106,1.658512304,2.152117545,2.757409086,PR,0
T157,47145.32933,133.1985674,816.1596309,320.8590524,28.6989626,16525.83494,2.228796177,5.665276805,1.382220967,1.552906333,0.597165632,0.395671798,0.801900862,3.533211978,11.1050521,152.7777778,62.18421048,5.355028673,0.685992446,1.826094919,3.999901065,1.611180039,3.336026963,PR,0
T162,13241.76467,55.55772876,287.3802714,101.0768183,2.735941581,2138.01324,1.939882576,4.694310144,1.269468061,2.608501447,0.642055098,0.185738146,0.820244283,1.402409338,12.00309316,132.4,43.49337271,3.947995401,0.662843573,1.636440655,2.714638002,1.577178683,3.55519833,PR,0
T166,10349.86897,91.595095,326.7097956,159.8904644,17.8322803,5079.155499,0.98946205,0.386827081,1.346720331,0.457218957,1.056304456,0.438509428,1.353301656,1.481829816,18.75797428,89.7826087,42.70726402,6.660280735,1.204446179,1.27507844,0.137671582,0.859849405,0.530654551,PR,0
T172,8651.097905,46.47155633,341.132589,97.06346122,11.47412074,4509.263753,1.738086526,0.873187855,1.002353036,0.836687163,0.992379508,0.241648539,1.266086363,0.865536338,9.156451272,179.5714286,57.40069256,5.125064728,0.549398485,0.911907501,0.953160118,1.696532392,1.018135473,PR,0
T173,19159.63083,84.99716906,401.7070511,237.6750491,16.82456533,9075.528599,1.842818863,2.700980125,1.218045359,1.252193971,0.737770515,0.312751913,0.810501234,2.686853567,13.48860273,121.6,51.54986798,5.826362122,0.673166819,1.251110563,1.684933438,1.549044586,2.288755687,PR,0
T174,14761.40317,61.04285206,468.456418,192.2941042,8.574528653,5719.232686,2.303871713,4.16467597,1.502692671,1.80376657,0.703380798,0.348491703,1.262134961,3.525060718,7.964745056,195.5,57.62291211,3.207578093,0.655470747,1.447947265,3.229508707,1.551587302,2.212240645,PR,0
T175,22338.06994,68.18379324,377.3426342,126.667595,15.22105475,11174.87056,2.613982131,3.794710945,1.58177096,3.946702818,0.492271111,0.188266929,0.709408161,1.502824656,11.8595614,138.7647059,45.14458152,4.559461186,0.656058138,1.94585316,13.48329022,1.658278034,2.97902062,PR,0
T176,19756.1772,64.9386093,383.0608687,177.9714426,21.53367345,9629.683657,2.665954163,4.900458937,1.56825464,3.9966694,0.764793932,0.318859424,1.053451327,2.388870597,11.26219737,142.4,47.00351666,4.096168344,0.639414669,1.048410416,7.484707861,1.647603306,2.611855133,PR,0
T003,47439.66779,173.6766536,679.9278742,465.6798613,47.18109188,35232.22941,1.714715504,5.123789467,1.392870562,1.181950555,0.793773233,0.234369433,0.961987928,2.723358901,17.24911425,99.94736842,46.97163373,6.006286382,0.899834913,2.244912695,3.510314165,1.256014683,2.755660647,ST,1
T005,26780.87342,65.62660035,227.1286734,91.94240079,13.62277898,9871.407881,1.28903545,5.771983727,1.445535018,1.315094808,0.773975042,0.135220964,1.286489388,1.457753889,18.52661006,86.33333333,28.75627115,4.141741055,1.1863278,2.31304983,4.019791079,0.889117748,2.323176193,ST,1
T009,39277.21501,211.8634676,516.0182272,295.9781173,40.99528678,30284.54925,0.803765056,2.011491136,0.907519123,0.58047433,0.897270298,0.148405067,0.949380975,1.85744835,25.48419323,61.50943396,22.63578678,4.566868307,1.173839394,2.460410085,1.583490198,0.887033452,3.030452571,ST,1
T011,39367.62279,135.6381272,436.3988251,103.5498148,27.40307449,9307.562494,1.2397932,0.6987712,1.371054556,1.472623293,0.767084854,0.101700095,1.100368005,0.507647171,18.95882197,79.38461538,12.66443305,1.858630745,1.102439143,0.688489083,0.838344798,0.893905949,0.485497582,ST,1
T016,16239.63821,65.48556954,188.5331877,29.76906868,5.78864463,2183.702577,0.630952403,0.515927538,0.81956431,0.634483307,0.813168099,0.164347361,1.026387582,1.120772578,21.07109741,72.36956522,12.15974404,2.932398087,1.258884941,0.737067472,0.538473574,0.762855572,0.43341472,ST,1
T019,26273.55806,85.23501481,275.5493236,68.31090949,17.07763523,6009.130853,0.857409505,1.780443618,1.022423322,0.80390333,0.734031764,0.264255803,1.027910223,2.893063758,19.13335254,81.87804878,19.47118629,4.482841767,1.217562971,2.203849074,1.208629309,0.847014298,1.453978759,ST,1
T031,23126.43134,68.87139737,265.3186416,173.7202997,23.42669433,17048.5285,1.193247107,4.842698611,1.514728313,1.018088202,0.830398082,0.23179143,1.149289937,1.829790975,16.70519063,97.43243243,36.22448092,4.549229307,1.334610319,2.216463073,2.737834734,0.800266385,1.90446048,ST,1
T035,7843.595503,53.66530289,148.8826367,87.93739996,8.22094566,6309.59355,0,0,0,0,0.916214255,0.241110589,0,0,23.79060483,69.35294118,31.89689468,5.964649319,0,0,0,0,0,ST,1
T046,53177.99187,210.3133533,645.9170622,389.2958653,66.31342684,35989.42778,0.62068747,0.97862879,1.115666313,0.481788269,0.897798876,0.213174565,0.78180416,1.525882518,20.55040989,76.42222222,24.47163711,4.009072656,1.845397007,2.570022492,0.839705505,0.559546136,1.195191105,ST,1
T047,6683.188022,49.30280185,198.6118285,100.9258283,11.96919894,6184.291796,0.922631736,1.560022339,1.060252068,0.655112025,0.73210281,0.190606935,1.177462434,1.475989496,16.72391606,100.3548387,45.36125781,5.631817149,1.234665508,1.259651808,2.400657508,0.8602912,1.283111952,ST,1
T051,36824.5427,127.6875529,450.9263264,257.2294733,37.64061893,23223.69,0.671041748,1.695658437,0.991224462,0.62049908,0.8649528,0.140520283,1.300204617,1.715115117,17.88039598,88.96774194,28.64708794,3.852003148,1.501289504,2.500876078,1.722561193,0.699663533,1.258724864,ST,1
T061,20221.7335,96.67227912,306.586582,87.3377691,21.87211788,3997.100365,0.856513266,0.61730844,1.048798819,0.749430678,0.775954709,0.134338677,1.185803391,0.733639279,19.4553794,79.12820513,17.50121947,3.307094731,1.22198117,0.967427686,0.509623374,0.822774453,0.522667865,ST,1
T063,26492.68187,94.93894969,314.8580154,98.75853164,12.39110925,7693.233077,0.974397178,0.619288832,1.183479893,1.779406744,0.828232452,0.111531089,1.068018213,0.367897598,18.3425518,82.45,19.7975582,2.452701087,1.20951579,0.781333006,0.601427426,0.819157667,0.379134356,ST,1
T064,14167.68006,93.86524052,301.1310041,130.4754891,16.01344024,6176.880356,0.787765748,0.98533135,1.01859718,0.577153662,0.904227297,0.137070913,1.028706834,1.004673739,19.79035368,79.63157895,29.10196514,4.384448827,1.276703155,1.201116783,0.68879798,0.782619941,0.907411419,ST,1
T065,55499.74407,255.4463312,727.6419434,297.20925,62.06699582,17386.39102,1.583127985,2.989614134,1.87448353,1.332277425,0.884220524,0.155107631,1.200307286,1.4381428,22.55796665,72.76595745,39.41714036,5.954657846,1.268326069,2.416439971,1.835529202,0.851395758,2.984397568,ST,1
T068,28215.4763,79.96292793,284.3633207,205.423822,19.4636438,25551.64506,0.42887382,0.498305887,0.907042445,0.361529037,0.815759794,0.186663436,0.927723647,0.565205209,18.32457741,88.2,40.54585551,4.432236593,1.912573575,1.060122577,0.531970925,0.47437572,0.395824374,ST,1
T077,2369.395029,67.38594942,246.0937239,82.07060502,17.01218661,1069.677327,0.786783486,0.57582305,1.041459032,0.33405872,0.880308381,0.19823791,0.99784786,0.779470892,16.94648783,91.70588235,21.06403743,3.984988303,1.32467872,1.2919495,0.162094208,0.753452085,0.761422314,ST,1
T078,3005.032922,45.88804894,189.3333203,70.88703801,6.038263138,1114.226207,1.039977572,0.852981251,0.926492385,2.878628801,1.128260415,0.348681782,1.14296985,1.144571558,15.8076714,102.9117647,36.88968373,5.00125217,0.825468384,0.460736694,2.284951135,1.101923293,0.936710213,ST,1
T079,16683.47067,108.836273,458.4889139,241.2929999,45.4000056,10523.22888,0.871562036,0.83101903,0.900640839,0.338126889,0.976512695,0.25050464,1.259869585,1.824234256,16.04925213,105.1333333,46.73424701,5.357323053,1.077647662,1.528054063,0.320733871,0.991489839,1.718392803,ST,1
T082,18610.46696,79.56114742,273.5113906,148.5570427,23.4071536,12710.65912,0.940686579,4.632144555,1.061872918,0.939672843,0.820323779,0.284891321,1.157689954,2.330025439,19.3061644,84.27027027,29.10323054,5.924899136,1.244370057,3.35203413,3.024718517,0.865334529,2.608788389,ST,1
T083,37768.50036,101.1766033,392.3893309,259.9482979,33.71075087,28575.24321,1.412381057,3.419122153,1.146307344,1.217701546,0.85906445,0.240492009,0.972767357,1.390226002,18.07761341,95.41666667,44.85458963,6.066151211,0.945109102,1.808933548,4.82722225,1.18236266,2.767682371,ST,1
T084,19822.38097,60.96813595,228.6790583,158.9749783,16.394705,16055.49519,0.764015546,1.105735423,0.859954192,0.729499925,0.818761633,0.178619931,1.257587437,0.737483108,16.75304422,94.78125,36.57987657,3.612042952,1.129646269,1.469892338,2.09748186,0.920206311,1.088714873,ST,1
T085,7144.033693,39.58306671,142.1694221,30.29840396,5.014760498,2361.524545,1.134847741,1.002970179,1.144485525,1.617133819,1.673598611,0.369168012,0.948431852,1.636232465,17.28136914,89.13157895,18.47686053,4.107437782,1.024177602,1.697266703,3.38153827,0.992319766,0.79498581,ST,1
T091,10584.00158,89.54733534,274.978921,140.7678666,11.93197006,7746.509557,0.485453842,1.012451637,1.031938392,0.264875787,0.937062153,0.327269536,0.916702352,1.475690809,21.51706082,75.57142857,33.86589566,5.638660451,2.284412742,4.287765344,1.155309798,0.469387755,1.436072775,ST,1
T093,5140.251758,52.79113614,202.9760101,52.36721594,8.883328145,2759.540424,0.563896646,0.434566648,0.797271827,0.750704539,0.788695384,0.189190093,1.019810582,1.880981291,16.03974997,96.36363636,21.2845829,3.158518282,1.385545599,1.502286722,1.22597951,0.718306922,0.634421475,ST,1
T094,13969.07707,89.40441544,239.7600056,79.93448969,10.86647461,3160.872452,0.685326294,1.714338317,0.773887425,0.449374943,0.943309218,0.121460036,1.146509684,1.373522803,23.63855936,67.40425532,23.28225305,5.149438346,1.190043908,3.882109782,1.179581275,0.889997934,4.45559423,ST,1
T096,16273.37536,65.56059067,185.3227351,35.91129728,7.770822129,3434.684629,0.604405453,0.244434437,1.041634316,0.510172306,0.784899987,0.122961749,1.33841638,1.104604742,21.40839011,70.5952381,12.88049008,2.576885363,1.673937936,0.940973833,0.155574737,0.580314329,0.417360815,ST,1
T098,14137.53442,100.2683195,334.3358258,124.6370342,22.81603483,4590.426998,0.582603576,0.634816747,1.227868456,0.240568652,0.930212844,0.220787326,1.184164985,1.234356042,19.41145997,85.57575758,34.60286646,6.078456963,2.142124231,2.845512474,0.255106792,0.499191919,0.843537304,ST,1
T099,19899.69594,43.64161548,259.7788995,234.0384059,24.41791641,25992.58442,0.743746763,3.65683657,0.90552152,0.493962226,0.886925384,0.714499161,0.972976644,3.213196102,11.73344389,143.5172414,61.4936187,6.185695302,1.377419852,6.111398529,3.878607348,0.810504792,2.17307223,ST,1
T106,48966.8868,175.7179726,598.3049423,71.64239619,26.70446931,7648.774499,0.928546734,0.215184778,1.242204874,0.821934588,0.740624486,0.154186803,1.0639015,0.721005236,17.70631584,86.36842105,13.91795154,2.531550257,1.287813487,0.67232615,0.201379408,0.75009795,0.364141377,ST,1
T112,44078.47521,160.3569988,499.3332602,297.7901756,45.54225805,27544.43798,1.768151655,5.01745505,1.89614394,1.573877,0.914535696,0.199008447,0.886699022,1.290160218,20.72171213,77.7,30.60461224,5.199550549,1.120767629,1.600353152,5.369618164,0.926671485,1.51478437,ST,1
T113,10627.31253,65.76056776,273.4139339,210.5349961,55.45447512,5119.833709,0.46182002,0.693004328,0.825390769,0.115703347,0.836881129,0.244499562,0.880100896,1.371350899,16.20961607,107.7419355,54.54132981,5.778281166,1.957295897,4.295699798,0.123868824,0.583019131,1.906154489,ST,1
T114,6116.873892,41.55658331,120.9366132,55.67931904,6.301840842,2893.699429,0.573180345,1.450839063,1.032934657,0.334798525,0.93609704,0.182099284,1.100536377,1.328619614,22.23053058,71.3,27.89965214,4.967035995,1.897925429,2.827854697,0.728089971,0.548461538,1.210040811,ST,1
T121,15788.58458,83.81659114,212.340147,67.28900326,9.040334973,2353.387413,0.457034835,0.394559432,1.513224431,0.430882171,0.877973563,0.100233,1.090111776,0.369693031,23.61775683,63.82692308,15.45722892,2.655071195,3.148013801,0.832839051,0.166284585,0.30414463,0.216131854,ST,1
T122,14138.7691,60.82722435,215.1830553,135.6504324,18.51051546,12885.90748,0.756317035,3.24480328,0.934750614,0.634740632,0.764564768,0.188281151,1.088791088,1.553385722,18.81927986,87.23076923,34.28709665,5.118185112,1.325019114,2.142340079,2.896013427,0.809834728,1.762962259,ST,1
T124,6247.881033,46.82648917,161.9422276,93.87683673,7.470576437,7715.134862,0.603756195,0.770606867,0.938949925,0.453078776,0.94708754,0.242658275,1.182692492,1.644877253,21.3359989,84.4,45.23781955,8.116195055,1.618626557,1.312885722,1.033465202,0.624414303,0.666697694,ST,1
T126,22507.51901,143.8432617,388.6433798,187.6290051,28.27045944,11663.05482,1.038458307,4.997494343,1.111238237,0.754558284,0.929836453,0.148016264,1.12058067,1.089651199,23.70175525,67.20408163,21.58852914,5.175718699,1.131550749,2.05794868,5.912060016,0.929088686,1.871066254,ST,1
T128,11947.19678,55.06041336,215.5547755,113.2441114,6.937866849,5409.593158,1.136170561,4.744711933,0.862427955,0.8166298,0.766095119,0.203690756,0.913201982,1.156237023,17.41415972,96.90909091,46.12163156,5.477405385,0.86023205,2.781515641,3.565277138,1.298856021,6.746217023,ST,1
T130,11556.45868,55.01170162,249.4599343,158.6967084,28.23355095,15995.56986,1.190699797,0.304823673,1.248133734,1.709577272,0.846986272,0.540675883,1.164100177,1.603812172,14.6791508,113.6086957,46.16655066,6.475878412,1.113882246,1.875915863,0.654236284,0.948847681,1.598026938,ST,1
T132,9426.944851,77.69476201,297.76517,141.5559508,14.84390603,8456.993061,0.748863609,0.985252679,1.55025914,0.419436076,0.892019598,0.30430588,1.057436915,1.2316266,18.1612835,94.92105263,44.56374648,7.367692049,2.28861509,1.209499435,0.557603889,0.482240742,0.730432077,ST,1
T138,46301.37293,203.0289542,603.015117,280.4426087,42.00076017,24959.64841,0.582557443,1.004345765,0.891032797,0.565394702,0.900561272,0.211077285,1.357982202,1.66310942,21.35220247,74.30434783,25.96170223,4.799256613,1.569175212,1.755405337,1.340681695,0.655488891,0.900974245,ST,1
T139,2104.620859,36.23781814,146.6650692,53.92769409,3.8614213,1250.211247,0.710759557,1.00537677,0.974364789,0.517882841,0.977621081,0.280685861,1.164926765,1.309324774,16.2831273,100.7272727,34.08172651,5.114289164,1.412741979,1.526960473,0.839924955,0.738701843,1.109892797,ST,1
